NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,IM1_time,IM1_elapsed,IM2a_time,IM2a_elapsed,IM2_time,IM2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed
113,1,16,0 days 00:01:39.806000,0,,27.278,0,,0,,0,133.5,,08:18.5,0 days 00:00:27.278000,0 days 00:00:43.415000,0 days 00:00:29.113000,184.3,,Am,,Toyota Gazoo Racing,GF,27.278,43.415,29.113,17.408,17.408,9.87,27.278,30.63,,12.785,0 days 00:01:10.693000,11.033,0 days 00:01:21.726000,,0 days 00:01:39.806000
113,1,17,0 days 00:01:41.191000,0,,27.089,0,,0,,0,131.7,,09:59.7,0 days 00:00:27.089000,0 days 00:00:44.393000,0 days 00:00:29.709000,181.2,,Am,,Toyota Gazoo Racing,GF,27.089,44.393,29.709,17.238,17.238,9.851,27.089,31.441,,12.952,0 days 00:01:11.482000,10.997,0 days 00:01:22.479000,,0 days 00:01:41.191000
113,1,18,0 days 00:01:39.406000,0,,27.179,0,,0,,0,134,,11:39.1,0 days 00:00:27.179000,0 days 00:00:43.216000,0 days 00:00:29.011000,182.1,,Am,,Toyota Gazoo Racing,GF,27.179,43.216,29.011,17.252,17.252,9.927,27.179,30.414,,12.802,0 days 00:01:10.395000,10.938,0 days 00:01:21.333000,,0 days 00:01:39.406000
113,1,19,0 days 00:01:39.219000,0,,27.012,0,,0,,0,134.3,,13:18.3,0 days 00:00:27.012000,0 days 00:00:43.041000,0 days 00:00:29.166000,182.1,,Am,,Toyota Gazoo Racing,GF,27.012,43.041,29.166,17.222,17.222,9.79,27.012,30.24,,12.801,0 days 00:01:10.053000,11.108,0 days 00:01:21.161000,,0 days 00:01:39.219000
113,1,20,0 days 00:01:39.167000,0,,26.951,0,,0,,0,134.4,,14:57.5,0 days 00:00:26.951000,0 days 00:00:43.095000,0 days 00:00:29.121000,182.1,,Am,,Toyota Gazoo Racing,GF,26.951,43.095,29.121,17.085,17.085,9.866,26.951,30.256,,12.839,0 days 00:01:10.046000,11.064,0 days 00:01:21.110000,,0 days 00:01:39.167000
113,1,21,0 days 00:01:39.117000,0,,26.943,0,,0,,0,134.4,,16:36.6,0 days 00:00:26.943000,0 days 00:00:43.119000,0 days 00:00:29.055000,183.1,,Am,,Toyota Gazoo Racing,GF,26.943,43.119,29.055,17.113,17.113,9.83,26.943,30.346,,12.773,0 days 00:01:10.062000,11.03,0 days 00:01:21.092000,,0 days 00:01:39.117000
113,1,22,0 days 00:01:39.254000,0,,27,0,,0,,0,134.3,,18:15.9,0 days 00:00:27,0 days 00:00:43.095000,0 days 00:00:29.159000,182.1,,Am,,Toyota Gazoo Racing,GF,27,43.095,29.159,17.136,17.136,9.864,27,30.325,,12.77,0 days 00:01:10.095000,11.044,0 days 00:01:21.139000,,0 days 00:01:39.254000
113,1,23,0 days 00:01:39.230000,0,,26.971,0,,0,,0,134.3,,19:55.1,0 days 00:00:26.971000,0 days 00:00:43.162000,0 days 00:00:29.097000,183.1,,Am,,Toyota Gazoo Racing,GF,26.971,43.162,29.097,17.166,17.166,9.805,26.971,30.37,,12.792,0 days 00:01:10.133000,10.948,0 days 00:01:21.081000,,0 days 00:01:39.230000
113,1,24,0 days 00:01:39.306000,0,,27.059,0,,0,,0,134.2,,21:34.4,0 days 00:00:27.059000,0 days 00:00:43.037000,0 days 00:00:29.210000,182.1,,Am,,Toyota Gazoo Racing,GF,27.059,43.037,29.21,17.229,17.229,9.83,27.059,30.216,,12.821,0 days 00:01:10.096000,11.031,0 days 00:01:21.127000,,0 days 00:01:39.306000
113,1,25,0 days 00:01:39.260000,0,,27.133,0,,0,,0,134.2,,23:13.7,0 days 00:00:27.133000,0 days 00:00:43.070000,0 days 00:00:29.057000,182.1,,Am,,Toyota Gazoo Racing,GF,27.133,43.07,29.057,17.318,17.318,9.815,27.133,30.271,,12.799,0 days 00:01:10.203000,10.941,0 days 00:01:21.144000,,0 days 00:01:39.260000
113,1,26,0 days 00:01:39.142000,0,,26.947,0,,0,,0,134.4,,24:52.8,0 days 00:00:26.947000,0 days 00:00:42.980000,0 days 00:00:29.215000,182.1,,Am,,Toyota Gazoo Racing,GF,26.947,42.98,29.215,17.138,17.138,9.809,26.947,30.227,,12.753,0 days 00:01:09.927000,11.059,0 days 00:01:20.986000,,0 days 00:01:39.142000
113,1,27,0 days 00:01:39.109000,0,,26.927,0,,0,,0,134.5,,26:31.9,0 days 00:00:26.927000,0 days 00:00:43.034000,0 days 00:00:29.148000,182.1,,Am,,Toyota Gazoo Racing,FF,26.927,43.034,29.148,17.103,17.103,9.824,26.927,30.262,,12.772,0 days 00:01:09.961000,11.035,0 days 00:01:20.996000,,0 days 00:01:39.109000
13,1,1,0 days 00:01:42.284000,0,,27.648,0,,0,,0,130.3,,42:23.4,0 days 00:00:27.648000,0 days 00:00:42.917000,0 days 00:00:31.719000,184.3,,Am,,Toyota Gazoo Racing,FCY,27.648,42.917,31.719,17.876,17.876,9.772,27.648,30.202,,12.715,0 days 00:01:10.565000,10.946,0 days 00:01:21.511000,,0 days 00:01:42.284000
13,1,2,0 days 00:02:14.965000,0,,37.864,0,0 days 00:01:00.181000,0,,0,98.7,,44:38.4,0 days 00:00:37.864000,0 days 00:01:00.181000,0 days 00:00:36.920000,142.1,,Am,,Toyota Gazoo Racing,FCY,37.864,60.181,36.92,21.767,21.767,16.097,37.864,40.184,0 days 00:01:18.048000,19.997,0 days 00:01:38.045000,14.485,0 days 00:01:52.530000,,0 days 00:02:14.965000
13,1,3,0 days 00:02:03.122000,0,,34.208,0,,0,,0,108.2,,46:41.5,0 days 00:00:34.208000,0 days 00:00:52.140000,0 days 00:00:36.774000,138.1,,Am,,Toyota Gazoo Racing,GF,34.208,52.14,36.774,21.612,21.612,12.596,34.208,35.919,0 days 00:01:10.127000,16.221,0 days 00:01:26.348000,15.617,0 days 00:01:41.965000,,0 days 00:02:03.122000
13,1,4,0 days 00:01:37.864000,0,,26.902,0,,0,,0,136.2,,48:19.4,0 days 00:00:26.902000,0 days 00:00:42.455000,0 days 00:00:28.507000,184.3,,Am,,Toyota Gazoo Racing,GF,26.902,42.455,28.507,17.077,17.077,9.825,26.902,29.717,,12.738,0 days 00:01:09.357000,10.873,0 days 00:01:20.230000,,0 days 00:01:37.864000
13,1,5,0 days 00:01:37.798000,0,,26.701,0,,0,,0,136.3,,49:57.2,0 days 00:00:26.701000,0 days 00:00:42.602000,0 days 00:00:28.495000,184.3,,Am,,Toyota Gazoo Racing,GF,26.701,42.602,28.495,16.912,16.912,9.789,26.701,29.875,,12.727,0 days 00:01:09.303000,10.84,0 days 00:01:20.143000,,0 days 00:01:37.798000
13,1,6,0 days 00:01:37.543000,0,,26.592,3,,0,,0,136.6,,51:34.7,0 days 00:00:26.592000,0 days 00:00:42.452000,0 days 00:00:28.499000,185.2,,Am,,Toyota Gazoo Racing,GF,26.592,42.452,28.499,16.843,16.843,9.749,26.592,29.771,,12.681,0 days 00:01:09.044000,10.781,0 days 00:01:19.825000,,0 days 00:01:37.543000
13,1,7,0 days 00:01:37.513000,0,,26.612,0,,0,,0,136.7,,53:12.2,0 days 00:00:26.612000,0 days 00:00:42.436000,0 days 00:00:28.465000,185.2,,Am,,Toyota Gazoo Racing,GF,26.612,42.436,28.465,16.881,16.881,9.731,26.612,29.797,,12.639,0 days 00:01:09.048000,10.746,0 days 00:01:19.794000,,0 days 00:01:37.513000
13,1,8,0 days 00:01:37.428000,3,,26.63,0,,3,,3,136.8,,54:49.7,0 days 00:00:26.630000,0 days 00:00:42.380000,0 days 00:00:28.418000,185.2,,Am,,Toyota Gazoo Racing,GF,26.63,42.38,28.418,16.877,16.877,9.753,26.63,29.745,,12.635,0 days 00:01:09.010000,10.762,0 days 00:01:19.772000,,0 days 00:01:37.428000
13,1,9,0 days 00:01:37.642000,0,,26.643,0,,0,,0,136.5,,56:27.3,0 days 00:00:26.643000,0 days 00:00:42.449000,0 days 00:00:28.550000,185.2,,Am,,Toyota Gazoo Racing,GF,26.643,42.449,28.55,16.914,16.914,9.729,26.643,29.824,,12.625,0 days 00:01:09.092000,10.827,0 days 00:01:19.919000,,0 days 00:01:37.642000
13,1,10,0 days 00:01:37.679000,0,,26.697,0,,0,,0,136.4,,58:05.0,0 days 00:00:26.697000,0 days 00:00:42.431000,0 days 00:00:28.551000,185.2,,Am,,Toyota Gazoo Racing,GF,26.697,42.431,28.551,16.978,16.978,9.719,26.697,29.808,,12.623,0 days 00:01:09.128000,10.835,0 days 00:01:19.963000,,0 days 00:01:37.679000
13,1,11,0 days 00:01:37.694000,0,,26.721,0,,0,,0,136.4,,59:42.7,0 days 00:00:26.721000,0 days 00:00:42.383000,0 days 00:00:28.590000,185.2,,Am,,Toyota Gazoo Racing,GF,26.721,42.383,28.59,16.983,16.983,9.738,26.721,29.772,,12.611,0 days 00:01:09.104000,10.81,0 days 00:01:19.914000,,0 days 00:01:37.694000
13,1,12,0 days 00:01:37.948000,0,,26.725,0,,0,,0,136,,01:20.6,0 days 00:00:26.725000,0 days 00:00:42.487000,0 days 00:00:28.736000,185.2,,Am,,Toyota Gazoo Racing,GF,26.725,42.487,28.736,16.973,16.973,9.752,26.725,29.842,,12.645,0 days 00:01:09.212000,10.922,0 days 00:01:20.134000,,0 days 00:01:37.948000
13,1,13,0 days 00:01:37.923000,0,,26.773,0,,0,,0,136.1,,02:58.6,0 days 00:00:26.773000,0 days 00:00:42.438000,0 days 00:00:28.712000,185.2,,Am,,Toyota Gazoo Racing,GF,26.773,42.438,28.712,17.012,17.012,9.761,26.773,29.846,,12.592,0 days 00:01:09.211000,10.884,0 days 00:01:20.095000,,0 days 00:01:37.923000
13,1,14,0 days 00:01:38.101000,0,,26.822,0,,0,,0,135.8,,04:36.7,0 days 00:00:26.822000,0 days 00:00:42.576000,0 days 00:00:28.703000,184.3,,Am,,Toyota Gazoo Racing,GF,26.822,42.576,28.703,17.048,17.048,9.774,26.822,29.954,,12.622,0 days 00:01:09.398000,10.873,0 days 00:01:20.271000,,0 days 00:01:38.101000
13,1,15,0 days 00:01:38.262000,0,,26.711,0,,0,,0,135.6,,06:14.9,0 days 00:00:26.711000,0 days 00:00:42.732000,0 days 00:00:28.819000,185.2,,Am,,Toyota Gazoo Racing,GF,26.711,42.732,28.819,16.993,16.993,9.718,26.711,30.106,,12.626,0 days 00:01:09.443000,10.897,0 days 00:01:20.340000,,0 days 00:01:38.262000
13,1,16,0 days 00:01:38.835000,0,,26.691,0,,0,,0,134.8,,07:53.8,0 days 00:00:26.691000,0 days 00:00:43.052000,0 days 00:00:29.092000,185.2,,Am,,Toyota Gazoo Racing,GF,26.691,43.052,29.092,16.959,16.959,9.732,26.691,30.395,,12.657,0 days 00:01:09.743000,11.071,0 days 00:01:20.814000,,0 days 00:01:38.835000
13,1,17,0 days 00:01:38.295000,0,,26.846,0,,0,,0,135.6,,09:32.1,0 days 00:00:26.846000,0 days 00:00:42.552000,0 days 00:00:28.897000,184.3,,Am,,Toyota Gazoo Racing,GF,26.846,42.552,28.897,17.08,17.08,9.766,26.846,29.867,,12.685,0 days 00:01:09.398000,10.904,0 days 00:01:20.302000,,0 days 00:01:38.295000
13,1,18,0 days 00:01:38.286000,0,,26.894,0,,0,,0,135.6,,11:10.3,0 days 00:00:26.894000,0 days 00:00:42.650000,0 days 00:00:28.742000,184.3,,Am,,Toyota Gazoo Racing,GF,26.894,42.65,28.742,17.134,17.134,9.76,26.894,29.946,,12.704,0 days 00:01:09.544000,10.879,0 days 00:01:20.423000,,0 days 00:01:38.286000
13,1,19,0 days 00:01:38.485000,0,,26.859,0,,0,,0,135.3,,12:48.8,0 days 00:00:26.859000,0 days 00:00:42.771000,0 days 00:00:28.855000,185.2,,Am,,Toyota Gazoo Racing,GF,26.859,42.771,28.855,17.056,17.056,9.803,26.859,30.079,,12.692,0 days 00:01:09.630000,10.884,0 days 00:01:20.514000,,0 days 00:01:38.485000
13,1,20,0 days 00:01:38.416000,0,,26.877,0,,0,,0,135.4,,14:27.2,0 days 00:00:26.877000,0 days 00:00:42.651000,0 days 00:00:28.888000,185.2,,Am,,Toyota Gazoo Racing,GF,26.877,42.651,28.888,17.089,17.089,9.788,26.877,29.985,,12.666,0 days 00:01:09.528000,10.939,0 days 00:01:20.467000,,0 days 00:01:38.416000
13,1,21,0 days 00:01:38.281000,0,,26.848,0,,0,,0,135.6,,16:05.5,0 days 00:00:26.848000,0 days 00:00:42.537000,0 days 00:00:28.896000,185.2,,Am,,Toyota Gazoo Racing,GF,26.848,42.537,28.896,17.099,17.099,9.749,26.848,29.921,,12.616,0 days 00:01:09.385000,10.917,0 days 00:01:20.302000,,0 days 00:01:38.281000
13,1,22,0 days 00:01:38.266000,0,,26.792,0,,0,,0,135.6,,17:43.8,0 days 00:00:26.792000,0 days 00:00:42.680000,0 days 00:00:28.794000,185.2,,Am,,Toyota Gazoo Racing,GF,26.792,42.68,28.794,17.067,17.067,9.725,26.792,30.031,,12.649,0 days 00:01:09.472000,10.888,0 days 00:01:20.360000,,0 days 00:01:38.266000
13,1,23,0 days 00:01:38.199000,0,,26.75,0,,0,,0,135.7,,19:22.0,0 days 00:00:26.750000,0 days 00:00:42.566000,0 days 00:00:28.883000,185.2,,Am,,Toyota Gazoo Racing,GF,26.75,42.566,28.883,16.991,16.991,9.759,26.75,29.972,,12.594,0 days 00:01:09.316000,10.966,0 days 00:01:20.282000,,0 days 00:01:38.199000
13,1,24,0 days 00:01:38.328000,0,,26.894,0,,0,,0,135.5,,21:00.3,0 days 00:00:26.894000,0 days 00:00:42.460000,0 days 00:00:28.974000,185.2,,Am,,Toyota Gazoo Racing,GF,26.894,42.46,28.974,17.146,17.146,9.748,26.894,29.855,,12.605,0 days 00:01:09.354000,10.951,0 days 00:01:20.305000,,0 days 00:01:38.328000
13,1,25,0 days 00:01:38.635000,0,,27.032,0,,0,,0,135.1,,22:38.9,0 days 00:00:27.032000,0 days 00:00:42.607000,0 days 00:00:28.996000,184.3,,Am,,Toyota Gazoo Racing,GF,27.032,42.607,28.996,17.262,17.262,9.77,27.032,29.942,,12.665,0 days 00:01:09.639000,10.938,0 days 00:01:20.577000,,0 days 00:01:38.635000
13,1,26,0 days 00:01:38.550000,0,,26.912,0,,0,,0,135.2,,24:17.5,0 days 00:00:26.912000,0 days 00:00:42.723000,0 days 00:00:28.915000,185.2,,Am,,Toyota Gazoo Racing,GF,26.912,42.723,28.915,17.11,17.11,9.802,26.912,30.071,,12.652,0 days 00:01:09.635000,10.988,0 days 00:01:20.623000,,0 days 00:01:38.550000
13,1,27,0 days 00:01:38.693000,0,,26.971,0,,0,,0,135,,25:56.2,0 days 00:00:26.971000,0 days 00:00:42.609000,0 days 00:00:29.113000,184.3,,Am,,Toyota Gazoo Racing,FF,26.971,42.609,29.113,17.192,17.192,9.779,26.971,29.919,,12.69,0 days 00:01:09.580000,11.02,0 days 00:01:20.600000,,0 days 00:01:38.693000
18,1,1,0 days 00:01:58.193000,0,,35.905,0,,0,,0,112.7,,42:39.3,0 days 00:00:35.905000,0 days 00:00:45.325000,0 days 00:00:36.963000,176.2,,Am,,Toyota Gazoo Racing,FCY,35.905,45.325,36.963,24.037,24.037,11.868,35.905,32.17,0 days 00:01:08.075000,13.155,0 days 00:01:21.230000,12.22,0 days 00:01:33.450000,,0 days 00:01:58.193000
18,1,2,0 days 00:02:12.511000,0,,39.225,0,,0,,0,100.6,,44:51.9,0 days 00:00:39.225000,0 days 00:00:56.181000,0 days 00:00:37.105000,158.1,,Am,,Toyota Gazoo Racing,FCY,39.225,56.181,37.105,21.442,21.442,17.783,39.225,34.765,0 days 00:01:13.990000,21.416,0 days 00:01:35.406000,13.968,0 days 00:01:49.374000,,0 days 00:02:12.511000
18,1,3,0 days 00:01:57.172000,0,,33.626,0,,0,,0,113.7,,46:49.0,0 days 00:00:33.626000,0 days 00:00:49.653000,0 days 00:00:33.893000,165.1,,Am,,Toyota Gazoo Racing,GF,33.626,49.653,33.893,22.227,22.227,11.399,33.626,35.552,0 days 00:01:09.178000,14.101,0 days 00:01:23.279000,12.531,0 days 00:01:35.810000,,0 days 00:01:57.172000
18,1,4,0 days 00:01:43.634000,0,,28.037,0,,0,,0,128.6,,48:32.7,0 days 00:00:28.037000,0 days 00:00:45.112000,0 days 00:00:30.485000,170.1,,Am,,Toyota Gazoo Racing,GF,28.037,45.112,30.485,18.033,18.033,10.004,28.037,31.127,,13.985,0 days 00:01:13.149000,11.845,0 days 00:01:24.994000,,0 days 00:01:43.634000
18,1,5,0 days 00:01:43.385000,0,,27.801,0,,0,,0,128.9,,50:16.0,0 days 00:00:27.801000,0 days 00:00:45.077000,0 days 00:00:30.507000,172.2,,Am,,Toyota Gazoo Racing,GF,27.801,45.077,30.507,17.946,17.946,9.855,27.801,31.199,,13.878,0 days 00:01:12.878000,11.923,0 days 00:01:24.801000,,0 days 00:01:43.385000
18,1,6,0 days 00:01:43.228000,0,,28.306,0,,0,,0,129.1,,51:59.3,0 days 00:00:28.306000,0 days 00:00:44.562000,0 days 00:00:30.360000,171.2,,Am,,Toyota Gazoo Racing,GF,28.306,44.562,30.36,18.208,18.208,10.098,28.306,31.061,,13.501,0 days 00:01:12.868000,11.766,0 days 00:01:24.634000,,0 days 00:01:43.228000
18,1,7,0 days 00:01:42.149000,0,,27.538,2,,0,,0,130.4,,53:41.4,0 days 00:00:27.538000,0 days 00:00:44.357000,0 days 00:00:30.254000,176.2,,Am,,Toyota Gazoo Racing,GF,27.538,44.357,30.254,17.585,17.585,9.953,27.538,31.203,,13.154,0 days 00:01:11.895000,11.789,0 days 00:01:23.684000,,0 days 00:01:42.149000
18,1,8,0 days 00:01:43.542000,0,,27.835,0,,0,,0,128.7,,55:25.0,0 days 00:00:27.835000,0 days 00:00:44.150000,0 days 00:00:31.557000,173.1,,Am,,Toyota Gazoo Racing,GF,27.835,44.15,31.557,17.868,17.868,9.967,27.835,30.823,,13.327,0 days 00:01:11.985000,11.607,0 days 00:01:23.592000,,0 days 00:01:43.542000
18,1,9,0 days 00:01:42.686000,0,,28.629,0,,0,,0,129.8,,57:07.7,0 days 00:00:28.629000,0 days 00:00:43.865000,0 days 00:00:30.192000,179.1,,Am,,Toyota Gazoo Racing,GF,28.629,43.865,30.192,18.276,18.276,10.353,28.629,30.851,,13.014,0 days 00:01:12.494000,11.596,0 days 00:01:24.090000,,0 days 00:01:42.686000
18,1,10,0 days 00:01:42.958000,0,,28.683,0,,0,,0,129.4,,58:50.6,0 days 00:00:28.683000,0 days 00:00:44.098000,0 days 00:00:30.177000,178.2,,Am,,Toyota Gazoo Racing,GF,28.683,44.098,30.177,18.551,18.551,10.132,28.683,30.916,,13.182,0 days 00:01:12.781000,11.64,0 days 00:01:24.421000,,0 days 00:01:42.958000
18,1,11,0 days 00:01:41.720000,0,,27.823,0,,0,,0,131,,00:32.3,0 days 00:00:27.823000,0 days 00:00:44.089000,0 days 00:00:29.808000,177,,Am,,Toyota Gazoo Racing,GF,27.823,44.089,29.808,17.741,17.741,10.082,27.823,30.926,,13.163,0 days 00:01:11.912000,11.472,0 days 00:01:23.384000,,0 days 00:01:41.720000
18,1,12,0 days 00:01:42.097000,0,,27.545,0,,0,,0,130.5,,02:14.4,0 days 00:00:27.545000,0 days 00:00:43.956000,0 days 00:00:30.596000,177,,Am,,Toyota Gazoo Racing,GF,27.545,43.956,30.596,17.631,17.631,9.914,27.545,30.789,,13.167,0 days 00:01:11.501000,11.625,0 days 00:01:23.126000,,0 days 00:01:42.097000
18,1,13,0 days 00:01:42.109000,0,,27.957,0,,0,,0,130.5,,03:56.5,0 days 00:00:27.957000,0 days 00:00:44.068000,0 days 00:00:30.084000,176.2,,Am,,Toyota Gazoo Racing,GF,27.957,44.068,30.084,17.889,17.889,10.068,27.957,30.876,,13.192,0 days 00:01:12.025000,11.496,0 days 00:01:23.521000,,0 days 00:01:42.109000
18,1,14,0 days 00:01:42.631000,0,,27.934,0,,0,,0,129.8,,05:39.2,0 days 00:00:27.934000,0 days 00:00:44.630000,0 days 00:00:30.067000,174.2,,Am,,Toyota Gazoo Racing,GF,27.934,44.63,30.067,17.895,17.895,10.039,27.934,31.161,,13.469,0 days 00:01:12.564000,11.643,0 days 00:01:24.207000,,0 days 00:01:42.631000
18,1,15,0 days 00:01:42.803000,0,,27.846,0,,0,,0,129.6,,07:22.0,0 days 00:00:27.846000,0 days 00:00:44.443000,0 days 00:00:30.514000,177,,Am,,Toyota Gazoo Racing,GF,27.846,44.443,30.514,17.886,17.886,9.96,27.846,31.223,,13.22,0 days 00:01:12.289000,11.896,0 days 00:01:24.185000,,0 days 00:01:42.803000
18,1,16,0 days 00:01:43.157000,0,,28.567,0,,0,,0,129.2,,09:05.1,0 days 00:00:28.567000,0 days 00:00:44.308000,0 days 00:00:30.282000,176.2,,Am,,Toyota Gazoo Racing,GF,28.567,44.308,30.282,18.39,18.39,10.177,28.567,31.009,,13.299,0 days 00:01:12.875000,11.558,0 days 00:01:24.433000,,0 days 00:01:43.157000
18,1,17,0 days 00:01:42.514000,0,,27.897,0,,0,,0,130,,10:47.6,0 days 00:00:27.897000,0 days 00:00:44.314000,0 days 00:00:30.303000,177,,Am,,Toyota Gazoo Racing,GF,27.897,44.314,30.303,17.892,17.892,10.005,27.897,31.086,,13.228,0 days 00:01:12.211000,11.574,0 days 00:01:23.785000,,0 days 00:01:42.514000
18,1,18,0 days 00:01:41.516000,0,,27.831,0,,0,,0,131.3,,12:29.2,0 days 00:00:27.831000,0 days 00:00:43.864000,0 days 00:00:29.821000,179.1,,Am,,Toyota Gazoo Racing,GF,27.831,43.864,29.821,17.854,17.854,9.977,27.831,30.794,,13.07,0 days 00:01:11.695000,11.299,0 days 00:01:22.994000,,0 days 00:01:41.516000
18,1,19,0 days 00:01:41.379000,2,,27.837,0,,2,,0,131.4,,14:10.5,0 days 00:00:27.837000,0 days 00:00:43.823000,0 days 00:00:29.719000,179.1,,Am,,Toyota Gazoo Racing,GF,27.837,43.823,29.719,17.861,17.861,9.976,27.837,30.733,,13.09,0 days 00:01:11.660000,11.396,0 days 00:01:23.056000,,0 days 00:01:41.379000
18,1,20,0 days 00:01:41.656000,0,,27.591,0,,0,,0,131.1,,15:52.2,0 days 00:00:27.591000,0 days 00:00:43.834000,0 days 00:00:30.231000,180,,Am,,Toyota Gazoo Racing,GF,27.591,43.834,30.231,17.59,17.59,10.001,27.591,30.928,,12.906,0 days 00:01:11.425000,11.444,0 days 00:01:22.869000,,0 days 00:01:41.656000
18,1,21,0 days 00:01:42.115000,0,,27.756,0,,0,,0,130.5,,17:34.3,0 days 00:00:27.756000,0 days 00:00:43.856000,0 days 00:00:30.503000,178.2,,Am,,Toyota Gazoo Racing,GF,27.756,43.856,30.503,17.81,17.81,9.946,27.756,30.748,,13.108,0 days 00:01:11.612000,11.618,0 days 00:01:23.230000,,0 days 00:01:42.115000
18,1,22,0 days 00:01:41.958000,0,,27.751,0,,0,,0,130.7,,19:16.3,0 days 00:00:27.751000,0 days 00:00:43.899000,0 days 00:00:30.308000,178.2,,Am,,Toyota Gazoo Racing,GF,27.751,43.899,30.308,17.726,17.726,10.025,27.751,30.782,,13.117,0 days 00:01:11.650000,11.727,0 days 00:01:23.377000,,0 days 00:01:41.958000
18,1,23,0 days 00:01:43.412000,0,,27.804,0,,0,,0,128.9,,20:59.7,0 days 00:00:27.804000,0 days 00:00:45.358000,0 days 00:00:30.250000,179.1,,Am,,Toyota Gazoo Racing,GF,27.804,45.358,30.25,17.79,17.79,10.014,27.804,32.253,0 days 00:01:00.057000,13.105,0 days 00:01:13.162000,11.628,0 days 00:01:24.790000,,0 days 00:01:43.412000
18,1,24,0 days 00:01:42.169000,0,,28.552,0,,0,,2,130.4,,22:41.8,0 days 00:00:28.552000,0 days 00:00:43.919000,0 days 00:00:29.698000,179.1,,Am,,Toyota Gazoo Racing,GF,28.552,43.919,29.698,18.51,18.51,10.042,28.552,30.831,,13.088,0 days 00:01:12.471000,11.265,0 days 00:01:23.736000,,0 days 00:01:42.169000
18,1,25,0 days 00:01:43.731000,0,,28.84,0,,0,,0,128.5,,24:25.6,0 days 00:00:28.840000,0 days 00:00:44.218000,0 days 00:00:30.673000,176.2,,Am,,Toyota Gazoo Racing,GF,28.84,44.218,30.673,18.675,18.675,10.165,28.84,31.014,,13.204,0 days 00:01:13.058000,11.785,0 days 00:01:24.843000,,0 days 00:01:43.731000
18,1,26,0 days 00:01:44.364000,0,,27.79,0,,0,,0,127.7,,26:09.9,0 days 00:00:27.790000,0 days 00:00:46.227000,0 days 00:00:30.347000,180,,Am,,Toyota Gazoo Racing,FF,27.79,46.227,30.347,17.696,17.696,10.094,27.79,33.243,0 days 00:01:01.033000,12.984,0 days 00:01:14.017000,11.657,0 days 00:01:25.674000,,0 days 00:01:44.364000
2,1,1,0 days 00:01:44.133000,0,,28.511,0,,0,,0,128,,42:25.3,0 days 00:00:28.511000,0 days 00:00:43.172000,0 days 00:00:32.450000,184.3,,Am,,Toyota Gazoo Racing,FCY,28.511,43.172,32.45,18.625,18.625,9.886,28.511,30.468,,12.704,0 days 00:01:11.683000,10.901,0 days 00:01:22.584000,,0 days 00:01:44.133000
2,1,2,0 days 00:02:15.542000,0,,38.31,0,0 days 00:01:00.181000,0,,0,98.3,,44:40.8,0 days 00:00:38.310000,0 days 00:01:00.181000,0 days 00:00:37.051000,137.1,,Am,,Toyota Gazoo Racing,FCY,38.31,60.181,37.051,22.472,22.472,15.838,38.31,39.401,0 days 00:01:17.711000,20.78,0 days 00:01:38.491000,13.78,0 days 00:01:52.271000,,0 days 00:02:15.542000
2,1,3,0 days 00:02:01.660000,0,,33.461,0,,0,,0,109.5,,46:42.5,0 days 00:00:33.461000,0 days 00:00:51.796000,0 days 00:00:36.403000,141.2,,Am,,Toyota Gazoo Racing,GF,33.461,51.796,36.403,20.642,20.642,12.819,33.461,35.433,0 days 00:01:08.894000,16.363,0 days 00:01:25.257000,15.008,0 days 00:01:40.265000,,0 days 00:02:01.660000
2,1,4,0 days 00:01:38.740000,0,,27.025,0,,0,,0,135,,48:21.2,0 days 00:00:27.025000,0 days 00:00:42.826000,0 days 00:00:28.889000,183.1,,Am,,Toyota Gazoo Racing,GF,27.025,42.826,28.889,17.126,17.126,9.899,27.025,30.09,,12.736,0 days 00:01:09.851000,10.927,0 days 00:01:20.778000,,0 days 00:01:38.740000
2,1,5,0 days 00:01:38.326000,2,,26.914,0,,0,,0,135.5,,49:59.6,0 days 00:00:26.914000,0 days 00:00:42.766000,0 days 00:00:28.646000,184.3,,Am,,Toyota Gazoo Racing,GF,26.914,42.766,28.646,17.084,17.084,9.83,26.914,30.026,,12.74,0 days 00:01:09.680000,10.889,0 days 00:01:20.569000,,0 days 00:01:38.326000
2,1,6,0 days 00:01:38.376000,0,,26.967,0,,2,,0,135.5,,51:37.9,0 days 00:00:26.967000,0 days 00:00:42.515000,0 days 00:00:28.894000,184.3,,Am,,Toyota Gazoo Racing,GF,26.967,42.515,28.894,17.14,17.14,9.827,26.967,29.804,,12.711,0 days 00:01:09.482000,11,0 days 00:01:20.482000,,0 days 00:01:38.376000
